Name	Depth[m]	T_down [C]	l_horiz [m]	LCOH [cEURO/kWh]	W_dot [MW]	link
VOLPEDO_003	1857.0	53.73884124096237	1111.2135080298597	0.04689478193536563	0.795394350133474	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=6950
BRUGHERIO_003	1414.0	53.659863448660886	1111.8791116498624	0.04689779655845385	0.7957216629074539	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=940
SPOLTORE_001_DIR	1315.0	41.553344081332035	2272.7476948423446	0.04689858772077323	1.6167809737134606	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=6281
CREMONA_SUD_009	1325.0	41.50008559298104	2271.214296637492	0.04692343773334981	1.6146285456895348	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=2221
CASALPUSTERLENGO_006	1324.0	41.48147858701741	2270.7463516412577	0.046932217405807684	1.6139311203235047	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=1272
PILASTRI_001	1309.0	41.446494044858376	2270.0706482723517	0.046948994158011334	1.6127837812140928	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=4422
RENDINA_002	1321.0	41.41727360853701	2269.1249922353227	0.04696253986264844	1.6115204226815654	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=5131
CERVARO_001	1310.0	41.19817539842781	2342.549837046167	0.04696368309506649	1.6740880556137774	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=1597
MONTEGIORGIO_001_DIR	4748.0	105.03472114467455	1312.559275973494	0.046967077273986295	0.913299057158894	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3983
CREMONA_SUD_008	1320.0	41.40123778662715	2268.722212242922	0.04697012687155664	1.6109202730025536	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=2220
BERTOLANI_001_DIR	1301.0	41.01753712887795	2309.411094380108	0.04707817028805845	1.6416705115984762	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=766
CREMONA_SUD_015	1300.0	41.00002232509566	2308.9432847886715	0.04708634092552782	1.6409874234722939	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=2227
MONTE_ACUTO_001	4350.0	104.47482603539065	1312.924998427094	0.04718455687424769	0.9093136912438172	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3847
MINERBIO_053_DIR	1296.0	40.93979572973328	2257.0399618484366	0.04718987782043059	1.5936244627855314	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3746
CASIRATE_001	1296.0	40.92590271008991	2256.6756342570325	0.047196526680958126	1.5930950779153112	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=1294
LUCERA_005	1297.0	40.918941491936415	2256.47492443425	0.047199840602522386	1.5928152906632194	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3352
MINERBIO_047_DIR	1294.0	40.90152636780908	2256.0655289244087	0.04720823639079952	1.5921895614981365	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3739
RICCIONE_001	1390.0	40.84892900785646	2253.1802360393463	0.04723171267634231	1.5889869916930577	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=5139
MORAZZONE_001	1297.0	40.85053352193157	2254.6773145952698	0.047232626249716976	1.5902070646293633	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=4054
S.PIETRO_IN_CASALE_014	1265.0	40.809428242829554	2254.095418660665	0.04725294967602311	1.5890370915397898	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=5721
MINERBIO_049_DIR_BIS	1281.0	40.641922604621556	2299.3541650056113	0.04725427959296042	1.6270332646813097	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3742
MINERBIO_049_DIR	1281.0	40.640217448080804	2299.3096995330216	0.047255081455116844	1.626968044058896	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3741
MINERBIO_052_DIR	1288.0	40.78002064618529	2252.9598687551807	0.047266655894575085	1.587628348753043	http://www.videpi.com/videpi/pozzi/dettaglio.asp?cod=3745
